ins,strt,to,t,mk,dc,out,ru,pre,lb,ub,opt,dev
J60_6_3,default,600000.0,28780.0,72,178301,OPT,59.05287817938421,32,72.0,72.0,72.0,0.0
J60_6_4,default,600000.0,131134.0,67,593531,OPT,57.88812944622681,21,67.0,67.0,67.0,0.0
J60_6_5,default,600000.0,98704.0,78,592814,OPT,54.700854700854705,36,78.0,78.0,78.0,0.0
J60_6_6,default,600000.0,48926.0,55,239118,SAT,66.26262626262627,19,55.0,55.0,55.0,0.0
J60_6_7,default,600000.0,37149.0,60,112177,OPT,62.605177993527505,19,61.0,61.0,61.0,1.639344262295082
J60_6_8,default,600000.0,185177.0,72,1043790,OPT,62.42532855436082,29,72.0,72.0,72.0,0.0
J60_6_9,default,600000.0,261500.0,64,1443322,OPT,57.368119266055054,27,64.0,64.0,64.0,0.0
J60_7_1,default,600000.0,101036.0,77,491863,OPT,38.16475495307612,35,77.0,77.0,77.0,0.0
J60_7_10,default,600000.0,64531.0,82,226795,OPT,38.74078275666478,48,82.0,82.0,82.0,0.0
J60_7_2,default,600000.0,272807.0,85,1179766,OPT,43.42457775189283,38,85.0,85.0,85.0,0.0
J60_7_3,default,600000.0,28499.0,62,160666,OPT,47.627395979429636,39,62.0,62.0,62.0,0.0
J60_7_4,default,600000.0,145476.0,63,671335,OPT,51.405895691609985,37,63.0,63.0,63.0,0.0
J60_7_5,default,600000.0,63339.0,71,482074,OPT,52.75766750032908,43,71.0,71.0,71.0,0.0
J60_7_6,default,600000.0,40760.0,65,270140,OPT,50.880110880110884,34,65.0,65.0,65.0,0.0
J60_7_7,default,600000.0,567026.0,89,2186266,OPT,37.935494301188264,37,89.0,89.0,89.0,0.0
J60_7_8,default,600000.0,15050.0,66,76183,OPT,42.96223100570927,28,66.0,66.0,66.0,0.0
J60_7_9,default,600000.0,49458.0,44,420129,OPT,60.333551340745586,24,44.0,44.0,44.0,0.0
J60_8_1,default,600000.0,388559.0,64,2189531,OPT,34.60847701149425,32,64.0,64.0,64.0,0.0
J60_8_10,default,600000.0,327860.0,97,1327269,OPT,29.048675453477752,40,97.0,97.0,97.0,0.0
J60_8_2,default,600000.0,171309.0,61,649032,OPT,43.4876598811025,21,61.0,61.0,61.0,0.0
J60_8_3,default,600000.0,172522.0,79,846860,OPT,39.66244725738397,31,79.0,79.0,79.0,0.0
J60_8_4,default,600000.0,244238.0,64,1081410,OPT,37.53551136363637,20,64.0,64.0,64.0,0.0
J60_8_5,default,600000.0,55454.0,83,288710,OPT,35.49709040242603,42,83.0,83.0,83.0,0.0
J60_8_6,default,600000.0,35607.0,56,172184,OPT,43.52040816326531,25,56.0,56.0,56.0,0.0
J60_8_7,default,600000.0,528816.0,62,2854472,OPT,43.638549388900024,32,62.0,62.0,62.0,0.0
J60_8_8,default,600000.0,74271.0,66,241812,OPT,35.015741833923656,16,66.0,66.0,66.0,0.0
J60_8_9,default,600000.0,180905.0,58,959810,OPT,37.510513036164845,15,58.0,58.0,58.0,0.0
J60_9_1,default,600000.0,515756.0,104,1055795,SAT,72.43589743589743,52,82.0,87.0,,
J60_9_10,default,600000.0,357747.0,111,812965,SAT,75.6391526661797,41,93.0,93.0,93.0,-19.35483870967742
J60_9_2,default,600000.0,490437.0,88,1007473,SAT,75.59153175591533,26,82.0,82.0,82.0,-7.317073170731707
J60_9_3,default,600000.0,445779.0,112,638755,SAT,78.10304449648712,43,100.0,100.0,100.0,-12.0
J60_9_4,default,600000.0,413811.0,101,651293,SAT,70.51110516457051,28,87.0,87.0,87.0,-16.091954022988507
J60_9_5,default,600000.0,262795.0,98,448364,SAT,77.49659863945578,38,82.0,85.0,,
J60_9_6,default,600000.0,451404.0,141,721960,SAT,68.65434863755132,62,105.0,111.0,,
J60_9_9,default,600000.0,564948.0,117,930188,SAT,72.29892614507999,44,99.0,99.0,99.0,-18.181818181818183
J90_10_2,default,600000.0,507271.0,95,734783,OPT,72.0981507823613,52,95.0,95.0,95.0,0.0
J90_10_3,default,600000.0,599211.0,756,938448,SAT,9.384082271406214,90,112.0,112.0,112.0,-575.0
J90_10_5,default,600000.0,584279.0,605,1149206,SAT,8.381542699724518,67,78.0,78.0,78.0,-675.6410256410256
J90_10_6,default,600000.0,284625.0,92,389425,OPT,61.73469387755102,69,92.0,92.0,92.0,0.0
J90_10_8,default,600000.0,365209.0,81,678426,OPT,75.17568850902184,28,81.0,81.0,81.0,0.0
J90_11_10,default,600000.0,269397.0,81,714112,OPT,58.99118165784832,49,81.0,81.0,81.0,0.0
J90_11_2,default,600000.0,35444.0,99,55340,OPT,61.100942308996,31,99.0,99.0,99.0,0.0
J90_11_3,default,600000.0,44549.0,69,68497,OPT,61.56109762377694,43,69.0,69.0,69.0,0.0
J90_11_4,default,600000.0,185925.0,64,526139,OPT,68.81218905472637,56,64.0,64.0,64.0,0.0
J90_11_5,default,600000.0,124053.0,81,393041,OPT,51.153566839841346,63,81.0,81.0,81.0,0.0
J90_11_6,default,600000.0,155468.0,78,274408,OPT,58.20275403608737,57,78.0,78.0,78.0,0.0
J90_11_7,default,600000.0,48574.0,95,125166,OPT,42.63157894736842,27,95.0,95.0,95.0,0.0
J90_11_9,default,600000.0,169385.0,81,277897,OPT,57.64676240866717,38,81.0,81.0,81.0,0.0
J90_12_1,default,600000.0,582917.0,408,1462005,SAT,7.090505012294307,75,71.0,71.0,71.0,-474.6478873239437
J90_12_2,default,600000.0,131296.0,71,227898,OPT,34.24109612356921,34,71.0,71.0,71.0,0.0
J90_12_3,default,600000.0,583998.0,134,1099668,SAT,24.509445778102496,48,93.0,93.0,93.0,-44.086021505376344
J90_12_5,default,600000.0,74775.0,83,377978,OPT,34.892356310487855,46,83.0,83.0,83.0,0.0
J90_12_6,default,600000.0,250198.0,81,1104556,OPT,36.81036227484315,45,81.0,81.0,81.0,0.0
J90_12_7,default,600000.0,142672.0,77,250303,OPT,39.82547421033226,27,77.0,77.0,77.0,0.0
J90_12_8,default,600000.0,351303.0,83,658940,OPT,34.3822494948739,50,83.0,83.0,83.0,0.0
J90_13_10,default,600000.0,596334.0,665,696536,SAT,19.175210754158122,95,112.0,120.0,,
J90_14_10,default,600000.0,593548.0,87,948084,SAT,74.58202716823406,52,85.0,85.0,85.0,-2.3529411764705883
J90_14_2,default,600000.0,398039.0,79,722899,OPT,77.58998656389224,58,79.0,79.0,79.0,0.0
J90_14_3,default,600000.0,515465.0,94,1015541,OPT,64.92372541148134,73,94.0,94.0,94.0,0.0
J90_14_4,default,600000.0,320813.0,89,374356,SAT,75.20521627758049,55,88.0,88.0,88.0,-1.1363636363636365
